Time [s], RESP, PLETH, V, AVR, II
7.84,0.62463,0.3871,0.48039,0.5451,0.3549
7.848,0.63343,0.38612,0.4902,0.5451,0.34902
7.856,0.64223,0.38514,0.48431,0.56471,0.33922
7.864,0.65103,0.38319,0.48039,0.56078,0.33529
7.872,0.65885,0.38123,0.47451,0.56078,0.33922
7.88,0.66764,0.37928,0.48431,0.56471,0.32941
7.888,0.67644,0.3783,0.48039,0.5549,0.33529
7.896,0.68524,0.37732,0.51961,0.5549,0.33529
7.904,0.69404,0.3783,0.53922,0.56078,0.34902
7.912,0.70381,0.38123,0.56078,0.53922,0.35882
7.92,0.71359,0.38807,0.57059,0.5451,0.3549
7.928,0.72239,0.39785,0.5549,0.5451,0.3451
7.936,0.73216,0.41251,0.51569,0.56078,0.31373
7.944,0.74194,0.43011,0.4902,0.57059,0.3098
7.952,0.75269,0.45064,0.47451,0.57059,0.31373
7.96,0.76442,0.47116,0.46471,0.57451,0.31961
7.968,0.77713,0.49071,0.4549,0.57059,0.33529
7.976,0.78983,0.50733,0.46471,0.56471,0.32353
7.984,0.80254,0.52004,0.47451,0.56471,0.32941
7.992,0.81525,0.53372,0.4902,0.58039,0.3098
8,0.82796,0.54643,0.49412,0.58039,0.3098
8.008,0.84066,0.55718,0.48039,0.57059,0.32941
8.016,0.85435,0.565,0.48039,0.58039,0.31373
8.024,0.86804,0.56989,0.52941,0.57451,0.31961
8.032,0.8827,0.57185,0.5902,0.5902,0.27451
8.04,0.89736,0.57185,0.46078,0.33529,0.75098
8.048,0.913,0.56989,-0.072549,-0.22745,1.5039
8.056,0.92864,0.56794,-0.50196,-0.42353,1.5039
8.064,0.94526,0.565,-0.23725,0.084314,1.4078
8.072,0.9609,0.56109,0.28431,0.5451,0.47451
8.08,0.97556,0.55621,0.46078,0.60588,0.31961
8.088,0.98925,0.55034,0.44902,0.56078,0.3451
8.096,0.99511,0.5435,0.47451,0.56471,0.33529
8.104,1,0.5347,0.49412,0.5549,0.33922
8.112,1,0.52395,0.51569,0.57059,0.31373
8.12,1,0.51222,0.53529,0.57451,0.3098
8.128,1,0.49951,0.5451,0.57059,0.31373
8.136,1,0.48876,0.53529,0.57059,0.31961
8.144,1,0.47898,0.53529,0.57059,0.31373
8.152,1,0.47116,0.53529,0.57451,0.32353
8.16,1,0.4653,0.5451,0.57059,0.32353
8.168,1,0.46041,0.53922,0.57451,0.32941
8.176,1,0.45846,0.52941,0.57059,0.33529
8.184,1,0.45748,0.52549,0.56078,0.3451
8.192,1,0.4565,0.52941,0.5451,0.35882
8.2,1,0.4565,0.53922,0.53529,0.38039
8.208,1,0.4565,0.5549,0.5098,0.41569
8.216,1,0.4565,0.56078,0.4902,0.4549
8.224,1,0.45455,0.5451,0.4549,0.5
8.232,1,0.45259,0.51961,0.42549,0.5549
8.24,1,0.44966,0.5098,0.38431,0.61961
8.248,1,0.44673,0.49412,0.3451,0.6902
8.256,1,0.44184,0.48039,0.3098,0.75098
8.264,1,0.43695,0.47059,0.27843,0.7902
8.272,1,0.43206,0.46471,0.26471,0.81176
8.28,1,0.42717,0.47059,0.2549,0.82157
8.288,1,0.42326,0.47451,0.26471,0.80588
8.296,1,0.41935,0.48039,0.2902,0.76667
8.304,1,0.41544,0.49412,0.32353,0.7098
8.312,1,0.41153,0.5098,0.37451,0.62941
8.32,1,0.4086,0.51961,0.42549,0.5451
8.328,1,0.40762,0.52941,0.46471,0.47451
8.336,1,0.40665,0.52941,0.5,0.41961
8.344,1,0.40665,0.53922,0.52549,0.38431
8.352,1,0.40762,0.5451,0.5549,0.33922
8.36,1,0.40762,0.56078,0.57059,0.3
8.368,1,0.40762,0.57059,0.5902,0.27451
8.376,1,0.4086,0.56471,0.5902,0.28431
8.384,1,0.40762,0.5549,0.58431,0.2902
8.392,1,0.40762,0.5549,0.58039,0.29412
8.4,1,0.40665,0.5451,0.58039,0.3
8.408,1,0.40567,0.53922,0.57059,0.3098
8.416,1,0.40567,0.52941,0.56471,0.32353
8.424,1,0.40469,0.52941,0.5549,0.33922
8.432,1,0.40469,0.51961,0.55098,0.33529
8.44,1,0.40567,0.52549,0.5451,0.3549
8.448,1,0.40567,0.51961,0.53922,0.37059
8.456,1,0.40371,0.52549,0.52941,0.37451
8.464,1,0.40176,0.51569,0.53529,0.37059
8.472,1,0.3998,0.50588,0.52941,0.38039
8.48,1,0.39785,0.50588,0.53922,0.38039
8.488,1,0.39589,0.5,0.53529,0.37451
8.496,0.97458,0.39394,0.50588,0.53922,0.37059
8.504,0.94819,0.39101,0.5,0.5451,0.34902
8.512,0.91496,0.39003,0.50588,0.53529,0.37059
8.52,0.88172,0.38905,0.49412,0.53922,0.35882
8.528,0.84751,0.38905,0.5,0.52941,0.38039
8.536,0.81232,0.39003,0.51569,0.52549,0.38431
8.544,0.7781,0.39198,0.53922,0.51961,0.39412
8.552,0.74389,0.39589,0.5549,0.51569,0.40392
8.56,0.71359,0.40274,0.56471,0.51961,0.38431
8.568,0.68328,0.41251,0.53529,0.51961,0.38039
8.576,0.65689,0.42326,0.51961,0.53922,0.34902
8.584,0.6305,0.43597,0.4902,0.5451,0.3451
8.592,0.60704,0.45259,0.47451,0.5451,0.33922
8.6,0.58358,0.47116,0.4451,0.55098,0.36471
8.608,0.56207,0.48876,0.43922,0.52941,0.38039
8.616,0.54057,0.50733,0.4451,0.53922,0.35882
8.624,0.52297,0.52493,0.4549,0.5451,0.35882
8.632,0.50538,0.53959,0.47059,0.56078,0.33922
8.64,0.48974,0.55132,0.47451,0.5549,0.3451
8.648,0.47507,0.56012,0.47451,0.55098,0.3549
8.656,0.46334,0.565,0.47059,0.5549,0.3549
8.664,0.45064,0.56598,0.5,0.5451,0.33922
8.672,0.44086,0.56598,0.6,0.58431,0.27451
8.68,0.43109,0.56403,0.4902,0.41569,0.58431
8.688,0.42326,0.56012,-0.0019608,-0.047059,1.4686
8.696,0.41544,0.55523,-0.50196,-0.41765,1.5039
8.704,0.4086,0.55034,-0.50196,-0.066667,1.5039
8.712,0.40176,0.5435,0.052941,0.43922,0.67647
8.72,0.39589,0.5347,0.33922,0.52941,0.42941
8.728,0.39003,0.52395,0.41961,0.51569,0.41569
8.736,0.38416,0.51222,0.46078,0.52549,0.38431
8.744,0.37928,0.50147,0.49412,0.53529,0.35882
8.752,0.37341,0.49267,0.51961,0.55098,0.32941
8.76,0.36755,0.48583,0.51961,0.5451,0.33922
8.768,0.36168,0.47996,0.5,0.52941,0.35882
8.776,0.35582,0.47507,0.5,0.52941,0.37059
8.784,0.34995,0.47214,0.5,0.52549,0.36471
8.792,0.34506,0.47019,0.5,0.51961,0.38431
8.8,0.34018,0.47019,0.50588,0.51569,0.38039
8.808,0.33529,0.46921,0.51569,0.5098,0.3902
8.816,0.3304,0.46725,0.5098,0.5,0.40392
8.824,0.32551,0.4653,0.5,0.4902,0.41569
8.832,0.3216,0.46237,0.49412,0.48431,0.42549
8.84,0.31672,0.45943,0.49412,0.47059,0.46078
8.848,0.31281,0.45552,0.4902,0.46471,0.47059
8.856,0.30987,0.45161,0.49412,0.44902,0.49412
8.864,0.30792,0.44868,0.4902,0.42941,0.51569
8.872,0.30596,0.44575,0.49412,0.40392,0.56471
8.88,0.30499,0.44282,0.49412,0.37451,0.6098
8.888,0.30401,0.44086,0.5,0.33922,0.67059
8.896,0.30401,0.43891,0.5,0.30392,0.71569
8.904,0.30401,0.43695,0.5,0.28431,0.74118
8.912,0.30499,0.43402,0.5098,0.27451,0.76078
8.92,0.30596,0.43206,0.50588,0.26471,0.78039
8.928,0.30792,0.42913,0.51569,0.27451,0.78627
8.936,0.30987,0.42717,0.51961,0.28431,0.74118
8.944,0.31281,0.42424,0.51961,0.31373,0.69608
8.952,0.31476,0.42229,0.51961,0.3549,0.63529
8.96,0.31867,0.42131,0.51569,0.39412,0.57451
8.968,0.3216,0.41935,0.5,0.42941,0.51961
8.976,0.32551,0.41838,0.5098,0.46471,0.46471
8.984,0.32942,0.4174,0.50588,0.49412,0.42549
8.992,0.33431,0.41544,0.51569,0.5098,0.4
9,0.3392,0.41349,0.50588,0.52549,0.38039
9.008,0.34409,0.41153,0.51569,0.53529,0.37451
9.016,0.348,0.41056,0.51569,0.53922,0.35882
9.024,0.35288,0.41056,0.51961,0.5451,0.3549
9.032,0.35777,0.41056,0.51961,0.5451,0.3549
9.04,0.3607,0.41153,0.52941,0.5451,0.35882
9.048,0.36461,0.41153,0.52549,0.52941,0.37451
9.056,0.36755,0.41153,0.53529,0.53529,0.37059
9.064,0.3695,0.41056,0.51961,0.52941,0.37451
9.072,0.37048,0.41056,0.51961,0.53529,0.37059
9.08,0.37146,0.41056,0.51961,0.51961,0.3902
9.088,0.37048,0.41251,0.51961,0.51961,0.39412
9.096,0.37048,0.41447,0.51569,0.51961,0.3902
9.104,0.36852,0.41642,0.51569,0.51569,0.40392
9.112,0.36657,0.41838,0.51961,0.51961,0.4098
9.12,0.36461,0.41838,0.51569,0.51961,0.4
9.128,0.36168,0.41838,0.51961,0.51569,0.40392
9.136,0.35582,0.41838,0.51961,0.51569,0.40392
9.144,0.35093,0.41838,0.52549,0.52549,0.3902
9.152,0.34311,0.41935,0.51961,0.52549,0.38431
9.16,0.33529,0.41935,0.52941,0.53529,0.36471
9.168,0.32649,0.42033,0.53529,0.51961,0.39412
9.176,0.31769,0.42229,0.5549,0.5098,0.4098
9.184,0.30792,0.4262,0.57451,0.5,0.42549
9.192,0.29912,0.43597,0.5902,0.5,0.42549
9.2,0.28935,0.45064,0.59608,0.5,0.41569
9.208,0.28055,0.46921,0.56078,0.5,0.41569
9.216,0.27273,0.48876,0.53922,0.52549,0.37059
9.224,0.26393,0.51026,0.51961,0.51961,0.38431
9.232,0.25611,0.53177,0.49412,0.51961,0.38039
9.24,0.24829,0.5523,0.48039,0.51961,0.4
9.248,0.24047,0.56891,0.47451,0.51961,0.3902
9.256,0.23363,0.5826,0.48431,0.51961,0.38039
9.264,0.22776,0.59238,0.5,0.53922,0.35882
9.272,0.2219,0.59824,0.50588,0.55098,0.3451
9.28,0.21799,0.60215,0.5,0.53922,0.37059
9.288,0.21408,0.60411,0.5,0.53529,0.36471
9.296,0.20919,0.60508,0.5,0.52941,0.38431
9.304,0.2043,0.60606,0.5902,0.56471,0.30392
9.312,0.19941,0.60606,0.63529,0.57059,0.2902
9.32,0.1955,0.60606,0.38431,0.2451,0.89608
9.328,0.18964,0.60411,-0.30784,-0.30196,1.5039
9.336,0.18475,0.6002,-0.50196,-0.40784,1.5039
9.344,0.17986,0.59629,-0.21176,0.22353,1.0922
9.352,0.17498,0.59042,0.27451,0.50588,0.4902
9.36,0.17009,0.58358,0.42941,0.51961,0.42549
9.368,0.1652,0.57478,0.48039,0.50588,0.40392
9.376,0.16129,0.56696,0.51961,0.51569,0.38039
9.384,0.1564,0.55816,0.53529,0.51961,0.37451
9.392,0.15054,0.54741,0.5451,0.53529,0.3549
9.4,0.14565,0.53666,0.52941,0.52549,0.37059
9.408,0.13881,0.52688,0.51961,0.5098,0.4
9.416,0.13294,0.51808,0.5098,0.5,0.41569
9.424,0.12708,0.51026,0.5098,0.4902,0.42549
9.432,0.12121,0.50342,0.5,0.47059,0.46078
9.44,0.11535,0.49756,0.51961,0.47059,0.47059
9.448,0.10948,0.49462,0.52941,0.47451,0.47059
9.456,0.10362,0.49169,0.53922,0.46078,0.48431
9.464,0.097752,0.48778,0.5451,0.44902,0.5
9.472,0.091887,0.48485,0.53922,0.4451,0.51569
9.48,0.086022,0.48192,0.56078,0.42549,0.53529
9.488,0.080156,0.47801,0.56471,0.41569,0.5549
9.496,0.074291,0.4741,0.56471,0.4,0.58039
9.504,0.069404,0.47019,0.56078,0.38039,0.61569
9.512,0.064516,0.46628,0.57059,0.3549,0.6549
9.52,0.061584,0.46334,0.57059,0.32941,0.6902
9.528,0.057674,0.45943,0.57059,0.3,0.7451
9.536,0.054741,0.45552,0.57059,0.27843,0.78039
9.544,0.052786,0.45161,0.57451,0.25882,0.8
9.552,0.051808,0.4477,0.57451,0.24902,0.81569
9.56,0.049853,0.44379,0.58039,0.2451,0.82549
9.568,0.049853,0.43988,0.57059,0.26471,0.79608
9.576,0.049853,0.43695,0.57059,0.2902,0.75098
9.584,0.050831,0.43304,0.56078,0.32941,0.69608
9.592,0.050831,0.42913,0.5549,0.35882,0.6451
9.6,0.051808,0.42522,0.5451,0.4098,0.57451
9.608,0.053763,0.42229,0.5451,0.4549,0.5098
9.616,0.053763,0.42033,0.5451,0.48431,0.46078
9.624,0.054741,0.41935,0.5451,0.5,0.41961
9.632,0.054741,0.4174,0.55098,0.52549,0.3902
9.64,0.054741,0.41642,0.56078,0.53922,0.37059
9.648,0.053763,0.41544,0.55098,0.5451,0.36471
9.656,0.052786,0.41544,0.5549,0.5451,0.3549
9.664,0.050831,0.41544,0.56078,0.5451,0.3549
9.672,0.049853,0.41544,0.5451,0.55098,0.35882
9.68,0.047898,0.4174,0.5549,0.55098,0.3549
9.688,0.045943,0.41838,0.5451,0.53922,0.37059
9.696,0.043011,0.41838,0.5451,0.53529,0.38039
9.704,0.040078,0.41838,0.5451,0.53922,0.37451
9.712,0.036168,0.4174,0.53529,0.52549,0.38039
9.72,0.032258,0.4174,0.53529,0.52941,0.38431
9.728,0.028348,0.4174,0.53529,0.52549,0.38431
9.736,0.02346,0.41838,0.52941,0.52941,0.38431
9.744,0.020528,0.41838,0.53529,0.52549,0.3902
9.752,0.016618,0.4174,0.51961,0.53922,0.37451
9.76,0.014663,0.41642,0.52549,0.53922,0.37059
9.768,0.012708,0.41447,0.51569,0.5451,0.36471
9.776,0.01173,0.41349,0.51961,0.53922,0.3549
9.784,0.010753,0.41251,0.51569,0.55098,0.33922
9.792,0.0097752,0.41153,0.51961,0.5549,0.34902
9.8,0.0097752,0.41251,0.51961,0.53529,0.35882
9.808,0.012708,0.41447,0.5451,0.52549,0.37451
9.816,0.01564,0.4174,0.56471,0.52549,0.37059
9.824,0.020528,0.42229,0.58039,0.52941,0.35882
9.832,0.025415,0.43109,0.57059,0.51961,0.37059
9.84,0.032258,0.44379,0.5451,0.53529,0.3451
9.848,0.039101,0.46041,0.50588,0.5451,0.31961
9.856,0.047898,0.47801,0.4902,0.5549,0.31373
9.864,0.055718,0.49658,0.47451,0.55098,0.31961
9.872,0.068426,0.51124,0.47451,0.56078,0.3451
9.88,0.080156,0.52493,0.46471,0.5451,0.33922
9.888,0.094819,0.53763,0.47451,0.5549,0.33529
9.896,0.11046,0.55034,0.47451,0.56471,0.31961
9.904,0.12512,0.56012,0.48039,0.57451,0.3098
9.912,0.14076,0.56696,0.47451,0.56471,0.31961
9.92,0.1564,0.57185,0.47059,0.57059,0.3098
9.928,0.17204,0.57576,0.47451,0.57451,0.3098
9.936,0.19062,0.57771,0.5451,0.59608,0.2549
9.944,0.21017,0.57869,0.5902,0.6,0.24902
9.952,0.23167,0.57869,0.3549,0.23333,0.91569
9.96,0.25318,0.57869,-0.25686,-0.31176,1.5039
9.968,0.27566,0.57674,-0.50196,-0.41765,1.5039
9.976,0.29912,0.5738,-0.12157,0.26471,1.051
9.984,0.3216,0.56989,0.33529,0.58039,0.36471
9.992,0.34409,0.56403,0.43922,0.6,0.30392
10,0.36364,0.55718,0.44902,0.57059,0.32941
10.008,0.38416,0.54839,0.4902,0.57451,0.30392
10.016,0.40176,0.53763,0.5,0.57059,0.3
10.024,0.41935,0.5259,0.51961,0.57451,0.28431
10.032,0.43597,0.51417,0.51569,0.58039,0.2902
10.04,0.45259,0.50342,0.5098,0.56078,0.3098
10.048,0.46921,0.49462,0.4902,0.57059,0.31373
10.056,0.48485,0.48778,0.48039,0.5549,0.32353
10.064,0.49756,0.48289,0.47451,0.5451,0.33529
10.072,0.51124,0.47996,0.47451,0.5549,0.33529
10.08,0.52297,0.47703,0.48039,0.5451,0.3451
10.088,0.5347,0.47507,0.47451,0.53529,0.36471
10.096,0.54545,0.47312,0.47059,0.52549,0.37451
10.104,0.55718,0.47116,0.47451,0.51569,0.3902
10.112,0.56794,0.46725,0.47451,0.48431,0.42549
10.12,0.57967,0.46334,0.48039,0.4902,0.4451
10.128,0.5914,0.45846,0.47451,0.46078,0.48039
10.136,0.60313,0.45357,0.47059,0.43529,0.52549
10.144,0.61584,0.44868,0.47451,0.4098,0.5549
10.152,0.62854,0.44379,0.44902,0.37451,0.61961
10.16,0.6393,0.43891,0.4451,0.33922,0.67059
10.168,0.65005,0.43402,0.42549,0.30392,0.72549
10.176,0.6608,0.43011,0.42941,0.2902,0.7451
10.184,0.67155,0.4262,0.42941,0.3,0.74118
10.192,0.68426,0.42229,0.43529,0.28431,0.7549
10.2,0.69697,0.41935,0.4451,0.30392,0.72549
10.208,0.71065,0.4174,0.44902,0.32941,0.6902
10.216,0.72532,0.41544,0.46078,0.36471,0.62549
10.224,0.73803,0.41349,0.47451,0.4098,0.56471
10.232,0.75171,0.41153,0.48039,0.46471,0.48431
10.24,0.76442,0.4086,0.5,0.5,0.42941
10.248,0.77713,0.40665,0.51569,0.5451,0.36471
10.256,0.79277,0.40371,0.52549,0.5549,0.32941
10.264,0.80841,0.40176,0.52941,0.57451,0.30392
10.272,0.826,0.3998,0.53922,0.5902,0.2902
10.28,0.8436,0.39883,0.5451,0.5902,0.28431
10.288,0.86217,0.39883,0.5451,0.59608,0.27843
10.296,0.88074,0.3998,0.53922,0.6,0.27451
10.304,0.89932,0.40176,0.52941,0.59608,0.27843
10.312,0.91887,0.40371,0.5451,0.6,0.27451
10.32,0.93548,0.40469,0.5451,0.5902,0.29412
10.328,0.9521,0.40371,0.55098,0.5902,0.30392
10.336,0.96676,0.40371,0.55098,0.58039,0.3098
10.344,0.98143,0.40274,0.56078,0.58039,0.32353
10.352,0.99022,0.40274,0.5549,0.57451,0.32941
10.36,1,0.40176,0.56078,0.57059,0.33529
10.368,1,0.40078,0.5451,0.57059,0.33529
10.376,1,0.40078,0.55098,0.57059,0.33529
10.384,1,0.40176,0.5451,0.58039,0.32353
10.392,1,0.40078,0.55098,0.58431,0.31961
10.4,1,0.3998,0.5451,0.5902,0.3098
10.408,1,0.39785,0.52941,0.5902,0.3
10.416,1,0.39589,0.51961,0.59608,0.29412
10.424,1,0.39394,0.53529,0.59608,0.3
10.432,1,0.39198,0.56471,0.5902,0.3098
10.44,1,0.39198,0.6098,0.5902,0.31373
10.448,1,0.39296,0.64118,0.58039,0.32353
10.456,1,0.39589,0.66471,0.57451,0.32941
10.464,1,0.40274,0.67059,0.57059,0.32941
10.472,1,0.41056,0.6451,0.57059,0.32353
10.48,1,0.42033,0.6,0.58039,0.30392
10.488,1,0.43304,0.56471,0.58039,0.30392
10.496,1,0.44966,0.5451,0.57059,0.31373
10.504,1,0.46823,0.52549,0.56471,0.33529
10.512,1,0.4868,0.52549,0.56471,0.3451
10.52,1,0.5044,0.52941,0.57059,0.33529
10.528,1,0.52004,0.5451,0.56078,0.34902
10.536,1,0.53372,0.5549,0.57451,0.32941
10.544,1,0.54545,0.56471,0.57059,0.33922
10.552,1,0.55425,0.55098,0.57059,0.32941
10.56,1,0.56207,0.53922,0.57059,0.33922
10.568,1,0.56696,0.58431,0.58431,0.3
10.576,1,0.56989,0.6549,0.6098,0.2549
10.584,1,0.57087,0.5098,0.38431,0.66078
10.592,1,0.57185,-0.047059,-0.14706,1.5039
10.6,1,0.57185,-0.50196,-0.38824,1.5039
10.608,1,0.56989,-0.30784,0.058824,1.4569
10.616,1,0.56696,0.2549,0.52549,0.50588
10.624,1,0.56109,0.46078,0.58039,0.34902
10.632,1,0.55425,0.49412,0.55098,0.36471
10.64,1,0.5435,0.51961,0.5549,0.3451
10.648,1,0.53177,0.52941,0.56078,0.33529
10.656,1,0.52004,0.5451,0.57059,0.31961
10.664,1,0.50733,0.55098,0.57059,0.3098
10.672,1,0.49853,0.52549,0.5549,0.32941
10.68,1,0.49267,0.50588,0.5549,0.33529
10.688,1,0.4868,0.49412,0.5451,0.3549
10.696,1,0.48192,0.5,0.5451,0.35882
10.704,1,0.47801,0.5098,0.53922,0.36471
10.712,1,0.47605,0.50588,0.52941,0.37451
10.72,1,0.47507,0.5,0.51569,0.39412
10.728,1,0.47312,0.4902,0.50588,0.4098
10.736,1,0.47019,0.49412,0.5098,0.40392
10.744,1,0.46823,0.4902,0.4902,0.44902
10.752,1,0.46432,0.48431,0.47451,0.46078
10.76,1,0.46041,0.4902,0.4549,0.5
10.768,1,0.4565,0.47451,0.42941,0.53529
10.776,1,0.45259,0.48039,0.40392,0.57451
10.784,0.99413,0.44868,0.47059,0.38039,0.61569
10.792,0.98729,0.44379,0.46471,0.3451,0.67059
10.8,0.96579,0.43988,0.4549,0.31373,0.71569
10.808,0.9433,0.435,0.46078,0.2902,0.7549
10.816,0.92278,0.43011,0.44902,0.27843,0.77647
10.824,0.90323,0.4262,0.46471,0.28431,0.76667
10.832,0.88172,0.42229,0.46471,0.27451,0.78039
10.84,0.86119,0.41935,0.47451,0.29412,0.74118
10.848,0.84066,0.41642,0.47059,0.32941,0.6902
10.856,0.81916,0.41447,0.47451,0.37451,0.61961
10.864,0.80059,0.41153,0.47451,0.41569,0.56078
10.872,0.78201,0.40958,0.48431,0.4549,0.49412
10.88,0.76442,0.4086,0.4902,0.49412,0.43922
10.888,0.7478,0.40665,0.5,0.51569,0.40392
10.896,0.73118,0.40371,0.50588,0.53529,0.37451
10.904,0.71554,0.40274,0.51569,0.5549,0.3451
10.912,0.6999,0.40176,0.51961,0.56078,0.33922
10.92,0.68426,0.40078,0.51569,0.56471,0.32941
10.928,0.66862,0.40078,0.51961,0.57059,0.32353
10.936,0.65396,0.40078,0.52549,0.57059,0.31961
10.944,0.63832,0.40176,0.52941,0.57059,0.32353
10.952,0.62366,0.40078,0.51961,0.5549,0.34902
10.96,0.60997,0.40078,0.52549,0.5549,0.34902
10.968,0.59629,0.40078,0.51961,0.55098,0.35882
10.976,0.5826,0.3998,0.51961,0.5451,0.37451
10.984,0.56989,0.39883,0.51961,0.5451,0.37059
10.992,0.55621,0.39785,0.51961,0.53529,0.38039
11,0.54154,0.39785,0.51961,0.53529,0.38431
11.008,0.52688,0.39687,0.51961,0.53529,0.3902
11.016,0.51124,0.39687,0.51569,0.52941,0.3902
11.024,0.49658,0.39687,0.5098,0.51961,0.4
11.032,0.48192,0.39589,0.50588,0.53922,0.38039
11.04,0.46823,0.39492,0.5098,0.5451,0.37451
11.048,0.45455,0.39394,0.5098,0.53922,0.36471
11.056,0.44086,0.39296,0.5098,0.53922,0.37451
11.064,0.4262,0.39198,0.51569,0.5451,0.36471
11.072,0.41153,0.39296,0.52941,0.52549,0.38431
11.08,0.39687,0.39589,0.55098,0.51961,0.40392
11.088,0.38319,0.40078,0.58039,0.51569,0.4
11.096,0.37048,0.40958,0.5902,0.51961,0.3902
11.104,0.35777,0.42229,0.58039,0.5098,0.40392
11.112,0.34604,0.43891,0.55098,0.51961,0.38431
11.12,0.33627,0.45943,0.52941,0.53529,0.34902
11.128,0.32649,0.48192,0.5,0.53922,0.34902
11.136,0.31867,0.50342,0.48039,0.5451,0.3549
11.144,0.31085,0.52493,0.46471,0.53922,0.37059
11.152,0.30694,0.5435,0.46078,0.5451,0.36471
11.16,0.30205,0.55914,0.47451,0.53922,0.37059
11.168,0.3001,0.56891,0.4902,0.55098,0.3549
11.176,0.29814,0.57576,0.5,0.56078,0.33922
11.184,0.29814,0.58065,0.4902,0.56471,0.3451
11.192,0.29717,0.58358,0.5,0.56471,0.33922
11.2,0.29717,0.58553,0.49412,0.56078,0.3451
11.208,0.29717,0.58651,0.5902,0.5902,0.27843
11.216,0.29912,0.58553,0.61569,0.59608,0.26863
11.224,0.30205,0.58358,0.30392,0.21961,0.97059
11.232,0.30499,0.58162,-0.39216,-0.30784,1.5039
11.24,0.3089,0.57869,-0.50196,-0.39804,1.5039
11.248,0.31281,0.57576,-0.17255,0.26863,1.0275
11.256,0.31574,0.57185,0.27451,0.51961,0.4902
11.264,0.31769,0.56598,0.41569,0.52549,0.42549
11.272,0.32063,0.56012,0.48039,0.51961,0.4
11.28,0.3216,0.55327,0.51569,0.52941,0.37451
11.288,0.32356,0.5435,0.5451,0.5451,0.34902
11.296,0.32454,0.53177,0.5549,0.5451,0.33529
11.304,0.32551,0.52004,0.5451,0.5451,0.3451
11.312,0.32551,0.51026,0.53529,0.52941,0.37451
11.32,0.32551,0.50244,0.5451,0.53922,0.34902
11.328,0.32356,0.4956,0.53529,0.52941,0.35882
11.336,0.32258,0.49169,0.52941,0.51961,0.37451
11.344,0.32063,0.48974,0.53529,0.52549,0.38039
11.352,0.31965,0.4868,0.53529,0.51569,0.38431
11.36,0.31769,0.48485,0.53922,0.5,0.39412
11.368,0.31574,0.48387,0.52549,0.5,0.4098
11.376,0.31281,0.48192,0.52941,0.5,0.41569
11.384,0.31085,0.48094,0.52941,0.48431,0.43922
11.392,0.30694,0.47801,0.53529,0.47059,0.46078
11.4,0.30401,0.4741,0.52549,0.44902,0.48039
11.408,0.30205,0.47116,0.52549,0.42549,0.52549
11.416,0.29912,0.46725,0.51961,0.40392,0.57059
11.424,0.29717,0.46334,0.53529,0.37451,0.6098
11.432,0.29521,0.46041,0.52549,0.3451,0.66078
11.44,0.29423,0.4565,0.52941,0.31961,0.7
11.448,0.29228,0.45161,0.53529,0.30392,0.72157
11.456,0.2913,0.4477,0.52941,0.2902,0.73529
11.464,0.29032,0.44282,0.53922,0.29412,0.73529
11.472,0.28935,0.43793,0.5451,0.3,0.72549
11.48,0.28837,0.43402,0.53529,0.32353,0.6902
11.488,0.28739,0.43011,0.52941,0.34902,0.65098
11.496,0.28641,0.42522,0.51569,0.3902,0.5902
11.504,0.28641,0.42326,0.51569,0.42941,0.53529
11.512,0.28543,0.42131,0.51569,0.46471,0.48039
11.52,0.28446,0.42131,0.51961,0.5,0.43529
11.528,0.28446,0.42033,0.51961,0.52549,0.39412
11.536,0.28348,0.42033,0.51961,0.53922,0.37059
11.544,0.2825,0.41935,0.52549,0.5451,0.3549
11.552,0.28055,0.41838,0.51961,0.5549,0.34902
11.56,0.27957,0.41838,0.53529,0.55098,0.3451
11.568,0.27566,0.41838,0.53529,0.55098,0.3549
11.576,0.27273,0.41838,0.53922,0.5549,0.34902
11.584,0.26784,0.41838,0.53922,0.5451,0.36471
11.592,0.26295,0.41935,0.53922,0.5451,0.37059
11.6,0.25806,0.41935,0.53529,0.5451,0.37451
11.608,0.25318,0.41935,0.53922,0.5451,0.37059
11.616,0.24731,0.41935,0.53529,0.53922,0.37451
11.624,0.24145,0.41935,0.53922,0.53922,0.37451
11.632,0.23363,0.41838,0.53529,0.53529,0.38039
11.64,0.22581,0.4174,0.53529,0.52941,0.3902
11.648,0.21799,0.41642,0.52549,0.52941,0.39412
11.656,0.20919,0.41447,0.52941,0.52941,0.39412
11.664,0.20137,0.41349,0.51961,0.52941,0.4
11.672,0.19257,0.41153,0.52549,0.52941,0.4
11.68,0.18475,0.41153,0.51961,0.53529,0.38431
11.688,0.17791,0.41056,0.52549,0.53922,0.37451
11.696,0.16813,0.41153,0.52941,0.5451,0.37451
11.704,0.15934,0.41349,0.5451,0.55098,0.37059
11.712,0.14956,0.4174,0.56078,0.51961,0.40392
11.72,0.13978,0.42424,0.58039,0.51569,0.42549
11.728,0.13001,0.43402,0.5902,0.51569,0.4098
11.736,0.12023,0.4477,0.59608,0.51961,0.40392
11.744,0.11144,0.46628,0.56471,0.52549,0.38431
11.752,0.10362,0.48778,0.5451,0.5451,0.3549
11.76,0.096774,0.50929,0.51569,0.55098,0.3549
11.768,0.089932,0.52786,0.4902,0.5451,0.3549
11.776,0.085044,0.54252,0.47451,0.53922,0.37451
11.784,0.081134,0.55718,0.47059,0.5451,0.38039
